id_catalogo_bien_servicio,id_catalogo_bien_servicio_padre,codigo,codigo_completo,nombre,nivel,id_bien_servicio_tipo,estado,revision,id_arai,sincronizar
10002075,5953,3776,2.5.1.03776,AZAPERONA,4,C,AC,,,N
10002076,5953,3777,2.5.1.03777,BETA ZEARALANOL,4,C,AC,,,N
10002077,5953,3778,2.5.1.03778,BENCILPENICILINA,4,C,AC,,,N
10002078,5953,3779,2.5.1.03779,1-DEHYDROTESTOSTERONA ,4,C,AC,,,N
10002079,5953,3781,2.5.1.03781,BROMBUTEROL,4,C,AC,,,N
10002080,5953,3783,2.5.1.03783,CARBARYL,4,C,AC,,,N
10002081,5953,3784,2.5.1.03784,CARBOFURAN,4,C,AC,,,N
10002082,5953,3786,2.5.1.03786,CARBOFURAN-3-HIDROXI,4,C,AC,,,N
10002083,5953,3787,2.5.1.03787,CIALOTRINA,4,C,AC,,,N
10002084,5953,3792,2.5.1.03792,CEFALEXINA MONOHIDRATO,4,C,AC,,,N
10002085,5953,3793,2.5.1.03793,CIFLUTRINA,4,C,AC,,,N
10002086,5953,3794,2.5.1.03794,CIPERMETRINA (ISOMEROS),4,C,AC,,,N
10002087,5953,3795,2.5.1.03795,CIROMACINA,4,C,AC,,,N
10002088,5953,3796,2.5.1.03796,CLEMBUTEROL,4,C,AC,,,N
10002089,5953,3797,2.5.1.03797,CLEMPENTEROL,4,C,AC,,,N
10002090,5953,3798,2.5.1.03798,CLORMADINONA ACETATO,4,C,AC,,,N
10002091,5953,3799,2.5.1.03799,CLORPROMACINA,4,C,AC,,,N
10002092,5953,3800,2.5.1.03800,CLOXACILINA SAL SODICA,4,C,AC,,,N
10002093,5953,3801,2.5.1.03801,DELTAMETRINA,4,C,AC,,,N
10002094,5953,3802,2.5.1.03802,DES GLUCURONIDO,4,C,AC,,,N
10002095,5953,3803,2.5.1.03803,DEXAMETASONA,4,C,AC,,,N
10002096,5953,3804,2.5.1.03804,DICROTOFOS,4,C,AC,,,N
10002097,5953,3805,2.5.1.03805,DIENESTROL,4,C,AC,,,N
10002098,5953,3806,2.5.1.03806,DIETILSTILBESTROL,4,C,AC,,,N
10002099,5953,3807,2.5.1.03807,DIHIDROESTREPTOMICINA,4,C,AC,,,N
10002100,5953,3808,2.5.1.03808,ERITROMICINA-A DIHIDRATO,4,C,AC,,,N
10002101,5953,3809,2.5.1.03809,ESTREPTOMICINA DISULFATO,4,C,AC,,,N
10002102,5953,3810,2.5.1.03810,ETIL PARATION,4,C,AC,,,N
10002103,5953,3811,2.5.1.03811,FENILBUTAZONA,4,C,AC,,,N
10002104,5953,3812,2.5.1.03812,FENOL DROGA PURA,4,C,AC,,,N
10002105,5953,3813,2.5.1.03813,FENVALERATO,4,C,AC,,,N
10002106,5953,3814,2.5.1.03814,FLUCITRINATO,4,C,AC,,,N
10002107,5953,3816,2.5.1.03816,FLUVALINATO,4,C,AC,,,N
10002108,5953,3818,2.5.1.03818,FOSFAMIDON,4,C,AC,,,N
10002109,5953,3819,2.5.1.03819,GAMMA-CLORDANO,4,C,AC,,,N
10002110,5953,3820,2.5.1.03820,GENTAMICINA 2,4,C,AC,,,N
10002111,5953,3821,2.5.1.03821,HEXESTROL CRISTALINO,4,C,AC,,,N
10002112,5953,3822,2.5.1.03822,LASALOCID SODICO,4,C,AC,,,N
10002113,5953,3823,2.5.1.03823,LEVAMISOL,4,C,AC,,,N
10002114,5953,3824,2.5.1.03824,MABUTEROL,4,C,AC,,,N
10002115,5953,3825,2.5.1.03825,MEDROXIPROGESTERONA,4,C,AC,,,N
10002116,5953,3826,2.5.1.03826,MEGESTROL ACETATO,4,C,AC,,,N
10002117,5953,3827,2.5.1.03827,MELENGESTROL ACETATO,4,C,AC,,,N
10002118,5953,3828,2.5.1.03828,METAMIDOFOS INSECTICIDA,4,C,AC,,,N
10002119,5953,3830,2.5.1.03830,METIL LEVAMISOL HIDROCLORUR,4,C,AC,,,N
10002120,5953,3831,2.5.1.03831,MONENSINA,4,C,AC,,,N
10002121,5953,3832,2.5.1.03832,NARASINA,4,C,AC,,,N
10002122,5953,3833,2.5.1.03833,NEOMICINA-B TRISULFATO,4,C,AC,,,N
10002123,5953,3834,2.5.1.03834,NICARBAZINA,4,C,AC,,,N
10002124,5953,3835,2.5.1.03835,OXACILINA SAL SODICA,4,C,AC,,,N
10002125,5953,3836,2.5.1.03836,OXIBENDAZOL,4,C,AC,,,N
10002126,5953,3837,2.5.1.03837,OXI-CLORDANO,4,C,AC,,,N
10002127,5953,3838,2.5.1.03838,OXFENDAZOL,4,C,AC,,,N
10002128,5953,3839,2.5.1.03839,OXFENDAZOL SULFONA,4,C,AC,,,N
10002129,5953,3840,2.5.1.03840,PENICILINA,4,C,AC,,,N
10002130,5953,3841,2.5.1.03841,PERMETRINA,4,C,AC,,,N
10002131,5953,3843,2.5.1.03843,SALBUTAMOL,4,C,AC,,,N
10002132,5953,3844,2.5.1.03844,SALINOMYCINA,4,C,AC,,,N
10002133,5953,3845,2.5.1.03845,STANOZOLOL,4,C,AC,,,N
10002134,5953,3846,2.5.1.03846,SULFADIMETOXINA CRISTALINO,4,C,AC,,,N
10002135,5953,3847,2.5.1.03847,SULFADOXINA,4,C,AC,,,N
10002136,5953,3848,2.5.1.03848,SULFAMETIZOL CRISTALINO,4,C,AC,,,N
10002137,5953,3849,2.5.1.03849,SULFAMETOXADOL,4,C,AC,,,N
10002138,5953,3850,2.5.1.03850,SULFAMETOXIPIRIDAZINA,4,C,AC,,,N
10002139,5953,3851,2.5.1.03851,SULFANILAMIDA,4,C,AC,,,N
10002140,5953,3852,2.5.1.03852,SULFISOXADOL,4,C,AC,,,N
10002141,5953,3853,2.5.1.03853,TESTOSTERONA,4,C,AC,,,N
10002142,5953,3854,2.5.1.03854,TILOSINA HEMI,4,C,AC,,,N
10002143,5953,3855,2.5.1.03855,TRITISOL DE ARSENICO,4,C,AC,,,N
10002144,5953,3856,2.5.1.03856,TRITISOL DE CADMIO,4,C,AC,,,N
10002145,5953,3857,2.5.1.03857,TRITISOL DE CINC,4,C,AC,,,N
10002146,5953,3858,2.5.1.03858,TRITISOL CROMO,4,C,AC,,,N
10002147,5953,3859,2.5.1.03859,TRITISOL DE MERCURIO,4,C,AC,,,N
10002148,5953,3860,2.5.1.03860,TRITISOL DE PLOMO,4,C,AC,,,N
10002149,5953,3861,2.5.1.03861,TRITISOL HIERRO,4,C,AC,,,N
10002150,5953,3863,2.5.1.03863,TRITISOL MANGANESO,4,C,AC,,,N
10002151,5953,3864,2.5.1.03864,TRITISOL NIQUEL,4,C,AC,,,N
10002152,5953,3865,2.5.1.03865,TRIMETROPINA,4,C,AC,,,N
10002153,5953,3866,2.5.1.03866,VERDE DE MALAQUITA,4,C,AC,,,N
10002154,5953,3867,2.5.1.03867,XILACINA CLORHIDRATO,4,C,AC,,,N
10002155,5953,3868,2.5.1.03868,ZEARALANONA,4,C,AC,,,N
10002156,5953,3869,2.5.1.03869,ZEARALANE,4,C,AC,,,N
10002157,5953,3870,2.5.1.03870,ZEARALENONA,4,C,AC,,,N
10002158,5953,3871,2.5.1.03871,ZIMATEROL,4,C,AC,,,N
10002159,5953,3872,2.5.1.03872,STANDARDS SIN QUENCHING,4,C,AC,,,N
10002160,5953,3875,2.5.1.03875,ALFA ZEARALENOL,4,C,AC,,,N
10002161,5953,3876,2.5.1.03876,BETA ZEARALENOL,4,C,AC,,,N
10002162,5953,3877,2.5.1.03877,XILENO MEZCLA DE ISOMERO,4,C,AC,,,N
10002163,5953,3878,2.5.1.03878,AMARILLO DE PINACRIPTOL,4,C,AC,,,N
10002164,5953,3879,2.5.1.03879,INDICADOR AZUL  BROMOTIMOL,4,C,AC,,,N
10002165,5953,3881,2.5.1.03881,INDICADOR AZUL DE METILTIMOL,4,C,AC,,,N
10002166,5953,3882,2.5.1.03882,INDIC.VIOLETA PIROCATEQUINA,4,C,AC,,,N
10002167,5953,3930,2.5.1.03930,PATRON P/ ESPECTROMETRIA,4,C,AC,,,N
10002168,5953,3932,2.5.1.03932,CONJUNTO PATRON P/ESPECTR,4,C,AC,,,N
10002169,5953,3950,2.5.1.03950,MEZCLA GASEOSA,4,C,AC,,,N
10002170,5953,3962,2.5.1.03962,PROTOXIDO NITROGENO,4,C,AC,,,N
10002171,5953,3992,2.5.1.03992,IODO CRISTALINO,4,C,AC,,,N
10002172,5953,4040,2.5.1.04040,POTASIO,4,C,AC,,,N
10002173,5953,4041,2.5.1.04041,POTASIO,4,C,AC,,,N
10002174,5953,4048,2.5.1.04048,ACEITE MINERAL,4,C,AC,,,N
10002175,5953,4050,2.5.1.04050,IPTG,4,C,AC,,,N
10002176,5953,4051,2.5.1.04051,X-GAL,4,C,AC,,,N
10002177,5953,4062,2.5.1.04062,TRIS-CLORHIDRICO,4,C,AC,,,N
10002178,5953,4064,2.5.1.04064,SEROALBUMINA,4,C,AC,,,N
10002179,5953,4065,2.5.1.04065,LISOZIMA,4,C,AC,,,N
10002180,5953,4067,2.5.1.04067,SDS (LAURIL SULFATO DE SODIO),4,C,AC,,,N
10002181,5953,4068,2.5.1.04068,FENOL EQUILIBRADO PH 8;,4,C,AC,,,N
10002182,5953,4069,2.5.1.04069,AGAROSA-LE,4,C,AC,,,N
10002183,5953,4071,2.5.1.04071,AZUL DE BROMOFENOL,4,C,AC,,,N
10002184,5953,4072,2.5.1.04072,GLICEROL,4,C,AC,,,N
10002185,5953,4077,2.5.1.04077,TRITON X-100,4,C,AC,,,N
10002186,5953,4079,2.5.1.04079,PARES DE BASES,4,C,AC,,,N
10002187,5953,4080,2.5.1.04080,1 KILOBASE DNA MARKER,4,C,AC,,,N
10002188,5953,4081,2.5.1.04081,TBE BUFFER PREMEZCLADO 10,4,C,AC,,,N
10002189,5953,4088,2.5.1.04088,ACIDO PICRICO,4,C,AC,,,N
10002190,5953,4093,2.5.1.04093,CIPERMETRINA-FOSFOROTIOATO,4,C,AC,,,N
10002191,5953,4098,2.5.1.04098,KETO-D-GLUCONIC ACID,4,C,AC,,,N
10002192,5953,4099,2.5.1.04099,DIAMINOBENZIDINA,4,C,AC,,,N
10002193,5953,4100,2.5.1.04100,4-CLORO-1-NAFTOL,4,C,AC,,,N
10002194,5953,4101,2.5.1.04101,TRIPSINA,4,C,AC,,,N
10002195,5953,4102,2.5.1.04102,ENDOTHELIAL CELL,4,C,AC,,,N
10002196,5953,4103,2.5.1.04103,ALFA-NAFTOL,4,C,AC,,,N
10002197,5953,4107,2.5.1.04107,PLACAS P/DETERMINACION ,4,C,AC,,,N
10002198,5953,4109,2.5.1.04109,D+SACAROSA,4,C,AC,,,N
10002199,5953,4110,2.5.1.04110,D+BIOTINA,4,C,AC,,,N
10002200,5953,4111,2.5.1.04111,D-CICLOCERINA CRISTALINA,4,C,AC,,,N
10002201,5953,4112,2.5.1.04112,SOLUCION DENHART`S,4,C,AC,,,N
10002202,5953,4113,2.5.1.04113,SODIO,4,C,AC,,,N
10002203,5953,4114,2.5.1.04114,DMSO (DIMETILSULFOXIDO),4,C,AC,,,N
10002204,5953,4115,2.5.1.04115,D-GALACTOSA,4,C,AC,,,N
10002205,5953,4116,2.5.1.04116,DOPAMINE 3 HIDROXITIRAMINE,4,C,AC,,,N
10002206,5953,4117,2.5.1.04117,D-PROLINA,4,C,AC,,,N
10002207,5953,4118,2.5.1.04118,D-TRYPTOPHAN,4,C,AC,,,N
10002208,5953,4119,2.5.1.04119,EDTA ACIDO,4,C,AC,,,N
10002209,5953,4120,2.5.1.04120,LISOZIMA DE CLARA DE HUEVO,4,C,AC,,,N
10002210,5953,4121,2.5.1.04121,FOSFATO DIACIDO DE POTASIO,4,C,AC,,,N
10002211,5953,4123,2.5.1.04123,SODIO,4,C,AC,,,N
10002212,5953,4124,2.5.1.04124,FOSFATO DIPOTASICO,4,C,AC,,,N
10002213,5953,4125,2.5.1.04125,EOSINA Y,4,C,AC,,,N
10002214,5953,4126,2.5.1.04126,FOSFATO MONOSODICO,4,C,AC,,,N
10002215,5953,4128,2.5.1.04128,BUTIRATO DE SODIO,4,C,AC,,,N
10002216,5953,4129,2.5.1.04129,ERITRITOL,4,C,AC,,,N
10002217,5953,4130,2.5.1.04130,FUCSINA BASICA,4,C,AC,,,N
10002218,5953,4131,2.5.1.04131,HISTOPAQUE 1077,4,C,AC,,,N
10002219,5953,4132,2.5.1.04132,PROTEASA BACILLUS POLYMYXA,4,C,AC,,,N
10002220,5953,4133,2.5.1.04133,FENOL SATURADO PH8,4,C,AC,,,N
10002221,5953,4134,2.5.1.04134,COLAGENASA,4,C,AC,,,N
10002222,5953,4135,2.5.1.04135,GELATINA TIPO A,4,C,AC,,,N
10002223,5953,4136,2.5.1.04136,FOSFATO ACIDO DISODICO ANHID,4,C,AC,,,N
10002224,5953,4137,2.5.1.04137,PHORBOL 12 MYRISTRIRATO 13,4,C,AC,,,N
10002225,5953,4138,2.5.1.04138,ANFOLITOS PHARMALYTE,4,C,AC,,,N
10002226,5953,4139,2.5.1.04139,ANTICUERPO,4,C,AC,,,N
10002227,5953,4142,2.5.1.04142,METHYL-ALFA-D-GLUCOPYRANO.,4,C,AC,,,N
10002228,5953,4144,2.5.1.04144,MONOHIDRATO DE MALTOSA,4,C,AC,,,N
10002229,5953,4145,2.5.1.04145,MOUNTING MEDIUM,4,C,AC,,,N
10002230,5953,4146,2.5.1.04146,2,4,C,AC,,,N
10002231,5953,4147,2.5.1.04147,ACEITE DE INMERSION,4,C,AC,,,N
10002232,5953,4148,2.5.1.04148,AMONIO,4,C,AC,,,N
10002233,5953,4149,2.5.1.04149,ACETATO DE POTASIO,4,C,AC,,,N
10002234,5953,4150,2.5.1.04150,ACETATO DE SODIO ANHIDRO,4,C,AC,,,N
10002235,5953,4151,2.5.1.04151,ACIDO DELTA AMINO,4,C,AC,,,N
10002236,5953,4152,2.5.1.04152,ACIDO MALEICO,4,C,AC,,,N
10002237,5953,4160,2.5.1.04160,EDTA,4,C,AC,,,N
10002238,5953,4175,2.5.1.04175,PROTARGOL,4,C,AC,,,N
10002239,5953,4273,2.5.1.04273,HIDROXIDO DE CALCIO,4,C,AC,,,N
10002240,5953,4316,2.5.1.04316,PIPETA PASTEUR DESCARTABLE,4,C,AC,,,N
10002241,5953,4322,2.5.1.04322,ACIDO ASCORBICO P.A,4,C,AC,,,N
10002242,5953,4324,2.5.1.04324,SODIO,4,C,AC,,,N
10002243,5953,4327,2.5.1.04327,SODIO NITRITO,4,C,AC,,,N
10002244,5953,4328,2.5.1.04328,ACIDO SORBICO,4,C,AC,,,N
10002245,5953,4329,2.5.1.04329,ACIDO BENZOICO,4,C,AC,,,N
10002246,5953,4341,2.5.1.04341,AZUL DE EVANS,4,C,AC,,,N
10002247,5953,4342,2.5.1.04342,SODIO,4,C,AC,,,N
10002248,5953,4344,2.5.1.04344,SODIO,4,C,AC,,,N
10002249,5953,4345,2.5.1.04345,PENICILIN-STREPT,4,C,AC,,,N
10002250,5953,4348,2.5.1.04348,OVOALBUMINA GRADO II,4,C,AC,,,N
10002251,5953,4349,2.5.1.04349,OVOALBUMINA GRADO V,4,C,AC,,,N
10002252,5953,4350,2.5.1.04350,ALFATOXINA M1,4,C,AC,,,N
10002253,5953,4459,2.5.1.04459,PEROXIDASE CONJUGATED,4,C,AC,,,N
10002254,5953,4516,2.5.1.04516,FLUMETASONA,4,C,AC,,,N
10002255,5953,4517,2.5.1.04517,BETAMETASONA,4,C,AC,,,N
10002256,5953,4518,2.5.1.04518,MSTFA,4,C,AC,,,N
10002257,5953,4519,2.5.1.04519,HFBA,4,C,AC,,,N
10002258,5953,4540,2.5.1.04540,PATRONES P/CROMATOGRAF.D/GASES,4,C,AC,,,N
10002259,5953,4553,2.5.1.04553,PEROXIDO DE HIDROGENO,4,C,AC,,,N
10002260,5953,4556,2.5.1.04556,P-NITROPHENYL PHOSPHATE,4,C,AC,,,N
10002261,5953,4557,2.5.1.04557,ESTREPTOMICINA LIOFILIZADA,4,C,AC,,,N
10002262,5953,4559,2.5.1.04559,PLACAS NUNC MAXISORP,4,C,AC,,,N
10002263,5953,4560,2.5.1.04560,PLACAS RIGIDAS,4,C,AC,,,N
10002264,5953,4580,2.5.1.04580,PIROXIDO DE HIDROGENO,4,C,AC,,,N
10002265,5953,4591,2.5.1.04591,TWEN 20 MONOLAURATO,4,C,AC,,,N
10002266,5953,4592,2.5.1.04592,OPD O-PHENYLENEDIAMINE,4,C,AC,,,N
10002267,5953,4595,2.5.1.04595,MYCOTEC,4,C,AC,,,N
10002268,5953,4599,2.5.1.04599,ALFA COLESTANO,4,C,AC,,,N
10002269,5953,4608,2.5.1.04608,AMIES TRANSPORT MEDIUM,4,C,AC,,,N
10002270,5953,4609,2.5.1.04609,GENTAMICIN REAG.SOLUT,4,C,AC,,,N
10002271,5953,4611,2.5.1.04611,ANTIPOLIO,4,C,AC,,,N
10002272,5953,4612,2.5.1.04612,ASPERGILLIUS NIGER,4,C,AC,,,N
10002273,5953,4615,2.5.1.04615,BOVINE LIVER NIST ,4,C,AC,,,N
10002274,5953,4621,2.5.1.04621,CARMIN DE COCHINILLA,4,C,AC,,,N
10002275,5953,4622,2.5.1.04622,AMARANTO,4,C,AC,,,N
10002276,5953,4625,2.5.1.04625,CURCUMINA,4,C,AC,,,N
10002277,5953,4628,2.5.1.04628,POTASIO FTALATO,4,C,AC,,,N
10002278,5953,4632,2.5.1.04632,VERONAL SODICO,4,C,AC,,,N
10002279,5953,4635,2.5.1.04635,CONJUGADO ANTIEQUINO,4,C,AC,,,N
10002280,5953,4638,2.5.1.04638,BETACIPERMETRINA,4,C,AC,,,N
10002281,5953,4641,2.5.1.04641,ENDOSULFAN,4,C,AC,,,N
10002282,5953,4643,2.5.1.04643,D-RAFINOSA,4,C,AC,,,N
10002283,5953,4644,2.5.1.04644,SACAROSA,4,C,AC,,,N
10002284,5953,4645,2.5.1.04645,MEM-E,4,C,AC,,,N
10002285,5953,4646,2.5.1.04646,GLUTAMINE,4,C,AC,,,N
10002286,5953,4647,2.5.1.04647,CITRATO DE AMONIO,4,C,AC,,,N
10002287,5953,4648,2.5.1.04648,CLORURO DE PLOMO,4,C,AC,,,N
10002288,5953,4649,2.5.1.04649,BACTROL,4,C,AC,,,N
10002289,5953,4650,2.5.1.04650,GLIFOSATO,4,C,AC,,,N
10002290,5953,4652,2.5.1.04652,ALUMINIO,4,C,AC,,,N
10002291,5953,4653,2.5.1.04653,ESTRONCIO,4,C,AC,,,N
10002292,5953,4654,2.5.1.04654,NITRATO DE YTRIO,4,C,AC,,,N
10002293,5953,4655,2.5.1.04655,TRYBUTIL FOSFATO,4,C,AC,,,N
10002294,5953,4656,2.5.1.04656,OXIDO DE TRIOCTILFOSFINA,4,C,AC,,,N
10002295,5953,4699,2.5.1.04699,VENENO,4,C,AC,,,N
10002296,5953,4726,2.5.1.04726,ALUMINIO,4,C,AC,,,N
10002297,5953,4727,2.5.1.04727,TETRACOSANO,4,C,AC,,,N
10002298,5953,4728,2.5.1.04728,TRIFENIL; CLORURO DE TETRAZOLIO,4,C,AC,,,N
10002299,5953,4729,2.5.1.04729,PIRIDINA,4,C,AC,,,N
10002300,5953,4730,2.5.1.04730,CALCIO,4,C,AC,,,N
10002301,5953,4731,2.5.1.04731,ANTIMONIO,4,C,AC,,,N
10002302,5953,4732,2.5.1.04732,SODIO,4,C,AC,,,N
10002303,5953,4733,2.5.1.04733,NAFTALENO SULFONATO SODICO,4,C,AC,,,N
10002304,5953,4735,2.5.1.04735,CIRCONIO,4,C,AC,,,N
10002305,5953,4736,2.5.1.04736,AMONIO,4,C,AC,,,N
10002306,5953,4737,2.5.1.04737,DIAZINA,4,C,AC,,,N
10002307,5953,4738,2.5.1.04738,CROMO,4,C,AC,,,N
10002308,5953,4739,2.5.1.04739,GLIOXABLIS,4,C,AC,,,N
10002309,5953,4740,2.5.1.04740,DIMETILAMINOBENZALDEHIDO,4,C,AC,,,N
10002310,5953,4742,2.5.1.04742,DIFEILAMINA,4,C,AC,,,N
10002311,5953,4745,2.5.1.04745,MAGNESIO,4,C,AC,,,N
10002312,5953,4747,2.5.1.04747,MAGNESIO,4,C,AC,,,N
10002313,5953,4749,2.5.1.04749,MUREXIDA,4,C,AC,,,N
10002314,5953,4753,2.5.1.04753,NINHYDRINA,4,C,AC,,,N
10002315,5953,4754,2.5.1.04754,SORBITOL,4,C,AC,,,N
10002316,5953,4755,2.5.1.04755,ZINC,4,C,AC,,,N
10002317,5953,4756,2.5.1.04756,CINCON,4,C,AC,,,N
10002318,5953,4757,2.5.1.04757,ESTRONCIO,4,C,AC,,,N
10002319,5953,4758,2.5.1.04758,METACRESOL,4,C,AC,,,N
10002320,5953,4759,2.5.1.04759,ROJO DE ALIZARINA,4,C,AC,,,N
10002321,5953,4763,2.5.1.04763,CADION,4,C,AC,,,N
10002322,5953,4764,2.5.1.04764,CAFEINA ANHIDRA,4,C,AC,,,N
10002323,5953,4765,2.5.1.04765,DITIZONA,4,C,AC,,,N
10002324,5953,4766,2.5.1.04766,CICONINA,4,C,AC,,,N
10002325,5953,4767,2.5.1.04767,PLATA DIETILDITIOCARBAMATO,4,C,AC,,,N
10002326,5953,4768,2.5.1.04768,MORINA,4,C,AC,,,N
10002327,5953,4769,2.5.1.04769,MERCURIO,4,C,AC,,,N
10002328,5953,4770,2.5.1.04770,DINITRODIFENILCARBAZIDA,4,C,AC,,,N
10002329,5953,4777,2.5.1.04777,DICLOROETILENO,4,C,AC,,,N
10002330,5953,4778,2.5.1.04778,TRICLOROETANO,4,C,AC,,,N
10002331,5953,4813,2.5.1.04813,STREPTOAVIDINA,4,C,AC,,,N
10002332,5953,4821,2.5.1.04821,CS AGENTE QUIMICO,4,C,AC,,,N
10002333,5953,4822,2.5.1.04822,NEWBORMCALF,4,C,AC,,,N
10002334,5953,4823,2.5.1.04823,LACTOSA,4,C,AC,,,N
10002335,5953,4825,2.5.1.04825,DIAGNOSTICO E. VESICULAR,4,C,AC,,,N
10002336,5953,4826,2.5.1.04826,IMIDAZOLIDINONA,4,C,AC,,,N
10002337,5953,4827,2.5.1.04827,DIFENIL BORINATO,4,C,AC,,,N
10002338,5953,4829,2.5.1.04829,PROPANOL,4,C,AC,,,N
10002339,5953,4830,2.5.1.04830,ANAEROCULT,4,C,AC,,,N
10002340,5953,4840,2.5.1.04840,AMONIO,4,C,AC,,,N
10002341,5953,4841,2.5.1.04841,ETILENGLICOL,4,C,AC,,,N
10002342,5953,4842,2.5.1.04842,ACETATO,4,C,AC,,,N
10002343,5953,4843,2.5.1.04843,SULFONICO SAL SODICA,4,C,AC,,,N
10002344,5953,4844,2.5.1.04844,AMEBOCITO,4,C,AC,,,N
10002345,5953,4845,2.5.1.04845,HEXANONA,4,C,AC,,,N
10002346,5953,4846,2.5.1.04846,MERCAPTOETANOL,4,C,AC,,,N
10002347,5953,4847,2.5.1.04847,HIDROXIBENZALDEHIDO,4,C,AC,,,N
10002348,5953,4848,2.5.1.04848,ACETALDEHIDO,4,C,AC,,,N
10002349,5953,4849,2.5.1.04849,ACIDO ASCORBICO,4,C,AC,,,N
10002350,5953,4850,2.5.1.04850,ACIDO CAFEICO,4,C,AC,,,N
10002351,5953,4854,2.5.1.04854,ACIDO FENILACETICO,4,C,AC,,,N
10002352,5953,4855,2.5.1.04855,ACIDO FOSFOMOLIBDICO,4,C,AC,,,N
10002353,5953,4856,2.5.1.04856,ACIDO DELTA XILENO,4,C,AC,,,N
10002354,5953,4857,2.5.1.04857,ACIDO N-DOCOSANO,4,C,AC,,,N
10002355,5953,4858,2.5.1.04858,ACIDO N-N-DIMETIL ACETAMIDA,4,C,AC,,,N
10002356,5953,4859,2.5.1.04859,ACIDO PELARGONICO,4,C,AC,,,N
10002357,5953,4861,2.5.1.04861,ACIDO N-TRICOSANO,4,C,AC,,,N
10002358,5953,4863,2.5.1.04863,ACIDO ORTOFOSFORICO,4,C,AC,,,N
10002359,5953,4864,2.5.1.04864,ACIDO P-AMINOBENZOICO,4,C,AC,,,N
10002360,5953,4866,2.5.1.04866,ACIDO P-CLORAFENOL,4,C,AC,,,N
10002361,5953,4877,2.5.1.04877,ACIDO P-XILENO,4,C,AC,,,N
10002362,5953,4891,2.5.1.04891,ACRILAMIDA,4,C,AC,,,N
10002363,5953,4903,2.5.1.04903,AMONIO,4,C,AC,,,N
10002364,5953,4904,2.5.1.04904,ANTIMOUSE,4,C,AC,,,N
10002365,5953,4907,2.5.1.04907,ANTRACENO,4,C,AC,,,N
10002366,5953,4908,2.5.1.04908,MEDIO DE CULTIVO,4,C,AC,,,N
10002367,5953,4909,2.5.1.04909,MERCAPTANO,4,C,AC,,,N
10002368,5953,4910,2.5.1.04910,ATROPINA,4,C,AC,,,N
10002369,5953,4918,2.5.1.04918,ENTEROBACTERIA,4,C,AC,,,N
10002370,5953,4930,2.5.1.04930,HORMONA MARCADA TREMBOLONA,4,C,AC,,,N
10002371,5953,4932,2.5.1.04932,BARBITAL,4,C,AC,,,N
10002372,5953,4933,2.5.1.04933,ANFOLITO,4,C,AC,,,N
10002373,5953,4935,2.5.1.04935,CASEINA,4,C,AC,,,N
10002374,5953,4937,2.5.1.04937,CETRIMIDA,4,C,AC,,,N
10002375,5953,4938,2.5.1.04938,FOSFAMIDA,4,C,AC,,,N
10002376,5953,4942,2.5.1.04942,AZUL BRILLANTE COMASIE,4,C,AC,,,N
10002377,5953,4944,2.5.1.04944,CUMARINA,4,C,AC,,,N
10002378,5953,4945,2.5.1.04945,PROPIONATO,4,C,AC,,,N
10002379,5953,4946,2.5.1.04946,AMINA,4,C,AC,,,N
10002380,5953,4948,2.5.1.04948,DIFFUPLATE,4,C,AC,,,N
10002381,5953,4949,2.5.1.04949,VERDE,4,C,AC,,,N
10002382,5953,4950,2.5.1.04950,FIBRINOGENO,4,C,AC,,,N
10002383,5953,4952,2.5.1.04952,AZUL SAL RAPIDA,4,C,AC,,,N
10002384,5953,4953,2.5.1.04953,FENOLFTALEINA,4,C,AC,,,N
10002385,5953,4973,2.5.1.04973,REGULADOR DE PH,4,C,AC,,,N
10002386,5953,4979,2.5.1.04979,EXTRAN,4,C,AC,,,N
10002387,5953,4980,2.5.1.04980,ACIDO DIETILENTRIAMINO PENTAAC,4,C,AC,,,N
10002388,5953,4981,2.5.1.04981,ACIDO N-ACETILANEURAMINICO,4,C,AC,,,N
10002389,5953,4982,2.5.1.04982,ACIDO 5 SULFOSALICILICO,4,C,AC,,,N
10002390,5953,5001,2.5.1.05001,COLCHICINA,4,C,AC,,,N
10002391,5953,5007,2.5.1.05007,CLORURO ESTANNOSO,4,C,AC,,,N
10002392,5953,5008,2.5.1.05008,MERCURIO,4,C,AC,,,N
10002393,5953,5009,2.5.1.05009,SODIO,4,C,AC,,,N
10002394,5953,5045,2.5.1.05045,COLUMNAS CROMATOGRAFICAS,4,C,AC,,,N
10002395,5953,5076,2.5.1.05076,ALGUICIDA,4,C,AC,,,N
10002396,5953,5086,2.5.1.05086,AGUA ENRIQUECIDA EN O-18,4,C,AC,,,N
10002397,5953,5088,2.5.1.05088,NIQUEL,4,C,AC,,,N
10002398,5953,5089,2.5.1.05089,BARIO,4,C,AC,,,N
10002399,5953,5168,2.5.1.05168,ACIDO AMIDOSULFURICO,4,C,AC,,,N
10002400,5953,5169,2.5.1.05169,ACIDO GLUTAMICO,4,C,AC,,,N
10002401,5953,5171,2.5.1.05171,ACIDO SULFOSALICILICO,4,C,AC,,,N
10002402,5953,5172,2.5.1.05172,ACIDO N ACETILNEURAMINICO VI,4,C,AC,,,N
10002403,5953,5178,2.5.1.05178,CLOROBENCENO,4,C,AC,,,N
10002404,5953,5182,2.5.1.05182,ORO,4,C,AC,,,N
